id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link,,,,
180,TT0180RWB,Bintangur,Calophyllum sp.,Pohon Muda,icon/young_tree.svg,Least Concern,25,15,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,TDT,0.8961933,102.6526499,20.08830271,4.13,Belum,-,-,Abu,25/10/2021 15:53,50000,686.142,-,"Chave et al, 2014",media/1635151951193.jpg,media/1635151961756.jpg,media/1635151973922.jpg,media/1635151981657.jpg,,,,,
181,TT0181RWB,Centai,-,Pohon Muda,icon/young_tree.svg,Not Defined,35,18,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,TDT,0.8961039,102.6527217,22.42370662,4.14,Belum,-,-,Abu,25/10/2021 15:55,50000,2084.212,-,"Brown, 1997",media/1635152090773.jpg,media/1635152100713.jpg,media/1635152109614.jpg,media/1635152116426.jpg,,,,,
182,TT0182RWB,Geronggang,Cratoxylum arborescens,Pohon Dewasa,icon/mature_tree.svg,Least Concern,53,25,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,TDT,0.8960798,102.6527592,25.23504136,4.15,Belum,-,-,Maringan,25/10/2021 15:57,200000,4278.229,-,"Chave et al, 2014",media/1635152202441.jpg,media/1635152218120.jpg,media/1635152228783.jpg,media/1635152238296.jpg,,,,,
183,TT0183RWB,Geronggang,Cratoxylum arborescens,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,23,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,TDT,0.8960203,102.6527252,22.92092179,4.15,Belum,-,-,Abu,25/10/2021 15:59,200000,3799.907,-,"Chave et al, 2014",media/1635152325765.jpg,media/1635152332548.jpg,media/1635152342836.jpg,media/1635152353110.jpg,,,,,
184,TT0184RWB,Jangkang,Sterculia foetida ,Pohon Dewasa,icon/mature_tree.svg,Not Defined,48,19,Hutan Kemasyarakatan Rimba Wahana Lestari,Gambut,TDT,0.8960317,102.6527245,22.94319242,4.15,Belum,-,-,Ria,25/10/2021 16:00,200000,2817.430,-,"Chave et al, 2014",media/1635152424358.jpg,media/1635152431867.jpg,media/1635152441514.jpg,media/1635152448666.jpg,,,,,
185,TT0185MF,Ukam,-,Pohon Muda,icon/young_tree.svg,Not Defined,35,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,Lkt,0.9620044,102.3452573,18.84142179,0.47,Belum,-,-,Maringan,26/10/2021 13:51,50000,1549.711,-,"Krisnawati et al, 2012",media/1635230978800.jpg,media/1635231002778.jpg,media/1635231053505.jpg,media/1635231074462.jpg,,,,,
186,TT0186MF,Tumo,-,Pohon Muda,icon/young_tree.svg,Not Defined,27,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,Lkt,0.9617658,102.345086,4.346044649,0.45,Belum,-,-,Maringan,26/10/2021 14:04,50000,862.063,-,"Krisnawati et al, 2012",media/1635231801646.jpg,media/1635231821923.jpg,media/1635231844743.jpg,media/1635231872142.jpg,,,,,
187,TT0187MF,Tumo,-,Pohon Muda,icon/young_tree.svg,Not Defined,22,14,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,Lkt,0.9619217,102.3450433,7.655984429,0.47,Belum,-,-,Ria,26/10/2021 14:17,50000,542.665,-,"Krisnawati et al, 2012",media/1635232442200.jpg,media/1635232510268.jpg,media/1635232600386.jpg,media/1635232614809.jpg,,,,,
188,TT0193MF,Bakau,Rhizophora mucronata,Pohon Dewasa,icon/mature_tree.svg,Least concern,50,20,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,Lkt,0.961988,102.3442655,-25.56327754,0.49,Belum,-,-,Ria,26/10/2021 15:22,200000,3469.997,-,"Krisnawati et al, 2012",media/1635236433311.jpg,media/1635236450929.jpg,media/1635236477395.jpg,media/1635236557012.jpg,,,,,
189,TT0188MF,Bebuto,-,Pohon Muda,icon/young_tree.svg,Not Defined,37,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,lkt,0.9619505,102.3450209,11.58733846,0.47,Belum,-,-,Ria,26/10/2021 14:22,50000,1757.085,-,"Krisnawati et al, 2012",media/1635232874887.jpg,media/1635232896835.jpg,media/1635232918623.jpg,media/1635232955019.jpg,,,,,
190,TT0189MF,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,23,15,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,lkt,0.9618147,102.3450533,4.43941112,0.45,Belum,-,-,Ria,26/10/2021 14:29,50000,600.015,-,"Krisnawati et al, 2012",media/1635233268805.jpg,media/1635233344606.jpg,media/1635233365376.jpg,media/1635233378908.jpg,,,,,
191,TT0180MF,Tumo,-,Pohon Muda,icon/young_tree.svg,Not Defined,35,20,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,lkt,0.9619839,102.3450025,7.906334606,0.47,Belum,-,-,Abu,26/10/2021 14:33,50000,1549.711,-,"Krisnawati et al, 2012",media/1635233553238.jpg,media/1635233566637.jpg,media/1635233581096.jpg,media/1635233593872.jpg,,,,,
192,TT0191MF,Bebuto,-,Pohon Muda,icon/young_tree.svg,Not Defined,15,20,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,lkt,0.9618001,102.345008,8.531568066,0.45,Belum,-,-,Ria,26/10/2021 14:37,50000,228.362,-,"Krisnawati et al, 2012",media/1635233810944.jpg,media/1635233824640.jpg,media/1635233835678.jpg,media/1635233857903.jpg,,,,,
193,TT0192MF,Bakau,Rhizophora mucronata,Pohon Muda,icon/young_tree.svg,Least concern,15,30,Hutan Kemasyarakatan KT Mangrove Formula,Mangrove,lkt,0.96186,102.3450662,12.67164196,0.46,Belum,-,-,Ria,26/10/2021 14:44,50000,228.362,-,"Krisnawati et al, 2012",media/1635234170159.jpg,media/1635234201362.jpg,media/1635234214580.jpg,media/1635234228991.jpg,,,,,
